file_id,file_path,session_dir,file_datetime,file_period,event_id,prev_file_id,session_id,place_id,taxon_id,taxon_tsn,taxon_name  
969,2015/M1/M1_25/03150292.JPG,M1 2015,15.03.15 13:09,day,202,968,5,16,,,
970,2015/M1/M1_25/03150293.JPG,M1 2015,15.03.15 13:13,day,202,969,5,16,,,
971,2015/M1/M1_25/03150294.JPG,M1 2015,15.03.15 13:13,day,202,970,5,16,,,
972,2015/M1/M1_25/03150295.JPG,M1 2015,15.03.15 13:15,day,202,971,5,16,,,
973,2015/M1/M1_25/03150296.JPG,M1 2015,15.03.15 13:15,day,202,972,5,16,,,
974,2015/M1/M1_25/03150297.JPG,M1 2015,15.03.15 13:16,day,202,973,5,16,,,
975,2015/M1/M1_25/03150298.JPG,M1 2015,15.03.15 13:16,day,202,974,5,16,,,
976,2015/M1/M1_25/03150299.JPG,M1 2015,15.03.15 13:18,day,202,975,5,16,,,
977,2015/M1/M1_25/03150300.JPG,M1 2015,15.03.15 13:18,day,202,976,5,16,,,
978,2015/M1/M1_25/03150301.JPG,M1 2015,15.03.15 13:20,day,202,977,5,16,,,
979,2015/M1/M1_25/03150302.JPG,M1 2015,15.03.15 13:20,day,202,978,5,16,,,
980,2015/M1/M1_25/03150303.JPG,M1 2015,15.03.15 13:21,day,202,979,5,16,,,
981,2015/M1/M1_25/03150304.JPG,M1 2015,15.03.15 13:21,day,202,980,5,16,,,
982,2015/M1/M1_25/03150305.JPG,M1 2015,15.03.15 13:23,day,202,981,5,16,,,
983,2015/M1/M1_25/03150306.JPG,M1 2015,15.03.15 13:23,day,202,982,5,16,,,
984,2015/M1/M1_25/03150307.JPG,M1 2015,15.03.15 13:26,day,202,983,5,16,,,
985,2015/M1/M1_25/03150308.JPG,M1 2015,15.03.15 13:26,day,202,984,5,16,,,
986,2015/M1/M1_25/03150309.JPG,M1 2015,15.03.15 13:28,day,202,985,5,16,,,
987,2015/M1/M1_25/03150310.JPG,M1 2015,15.03.15 13:28,day,202,986,5,16,,,
988,2015/M1/M1_25/03150311.JPG,M1 2015,15.03.15 13:31,day,202,987,5,16,,,
989,2015/M1/M1_25/03150312.JPG,M1 2015,15.03.15 13:31,day,202,988,5,16,,,
990,2015/M1/M1_25/03150313.JPG,M1 2015,15.03.15 13:34,day,202,989,5,16,,,
991,2015/M1/M1_25/03150314.JPG,M1 2015,15.03.15 13:34,day,202,990,5,16,,,
992,2015/M1/M1_25/03150315.JPG,M1 2015,15.03.15 13:35,day,202,991,5,16,,,
993,2015/M1/M1_25/03150316.JPG,M1 2015,15.03.15 13:35,day,202,992,5,16,,,
994,2015/M1/M1_25/03150317.JPG,M1 2015,15.03.15 13:37,day,202,993,5,16,,,
995,2015/M1/M1_25/03150318.JPG,M1 2015,15.03.15 13:37,day,202,994,5,16,,,
996,2015/M1/M1_25/03150319.JPG,M1 2015,15.03.15 13:38,day,202,995,5,16,,,
997,2015/M1/M1_25/03150320.JPG,M1 2015,15.03.15 13:38,day,202,996,5,16,,,
998,2015/M1/M1_25/03150321.JPG,M1 2015,15.03.15 13:40,day,202,997,5,16,,,
999,2015/M1/M1_25/03150322.JPG,M1 2015,15.03.15 13:40,day,202,998,5,16,,,
1000,2015/M1/M1_25/03150323.JPG,M1 2015,15.03.15 13:41,day,202,999,5,16,,,
1001,2015/M1/M1_25/03150324.JPG,M1 2015,15.03.15 13:41,day,202,1000,5,16,,,
1002,2015/M1/M1_25/03150325.JPG,M1 2015,15.03.15 13:43,day,202,1001,5,16,,,
1003,2015/M1/M1_25/03150326.JPG,M1 2015,15.03.15 13:43,day,202,1002,5,16,,,
1004,2015/M1/M1_25/03150327.JPG,M1 2015,15.03.15 13:45,day,202,1003,5,16,,,
1005,2015/M1/M1_25/03150328.JPG,M1 2015,15.03.15 13:45,day,202,1004,5,16,,,
1006,2015/M1/M1_25/03150329.JPG,M1 2015,15.03.15 13:46,day,202,1005,5,16,,,
1007,2015/M1/M1_25/03150330.JPG,M1 2015,15.03.15 13:46,day,202,1006,5,16,,,
1008,2015/M1/M1_25/03150331.JPG,M1 2015,15.03.15 13:49,day,202,1007,5,16,,,
1009,2015/M1/M1_25/03150332.JPG,M1 2015,15.03.15 13:49,day,202,1008,5,16,,,
1010,2015/M1/M1_25/03150333.JPG,M1 2015,15.03.15 13:52,day,202,1009,5,16,,,
1011,2015/M1/M1_25/03150334.JPG,M1 2015,15.03.15 13:52,day,202,1010,5,16,,,
1012,2015/M1/M1_25/03150335.JPG,M1 2015,15.03.15 13:53,day,202,1011,5,16,,,
1013,2015/M1/M1_25/03150336.JPG,M1 2015,15.03.15 13:53,day,202,1012,5,16,,,
1014,2015/M1/M1_25/03150337.JPG,M1 2015,15.03.15 14:03,day,202,1013,5,16,,,
1015,2015/M1/M1_25/03150338.JPG,M1 2015,15.03.15 14:03,day,202,1014,5,16,,,
1016,2015/M1/M1_25/03150339.JPG,M1 2015,15.03.15 14:06,day,202,1015,5,16,,,
1017,2015/M1/M1_25/03150340.JPG,M1 2015,15.03.15 14:06,day,202,1016,5,16,,,
1018,2015/M1/M1_25/03150341.JPG,M1 2015,15.03.15 14:12,day,202,1017,5,16,,,
1019,2015/M1/M1_25/03150342.JPG,M1 2015,15.03.15 14:12,day,202,1018,5,16,,,
1020,2015/M1/M1_25/03150343.JPG,M1 2015,15.03.15 14:21,day,202,1019,5,16,,,
1021,2015/M1/M1_25/03150344.JPG,M1 2015,15.03.15 14:21,day,202,1020,5,16,,,
1022,2015/M1/M1_25/03150345.JPG,M1 2015,15.03.15 14:24,day,202,1021,5,16,,,
1023,2015/M1/M1_25/03150346.JPG,M1 2015,15.03.15 14:24,day,202,1022,5,16,,,
1024,2015/M1/M1_25/03150347.JPG,M1 2015,15.03.15 15:04,day,203,,5,16,,,
1025,2015/M1/M1_25/03150348.JPG,M1 2015,15.03.15 15:04,day,203,1024,5,16,,,
1026,2015/M1/M1_25/03150349.JPG,M1 2015,15.03.15 15:08,day,203,1025,5,16,,,
1027,2015/M1/M1_25/03150350.JPG,M1 2015,15.03.15 15:08,day,203,1026,5,16,,,
1028,2015/M1/M1_25/03150351.JPG,M1 2015,15.03.15 15:31,day,203,1027,5,16,,,
1029,2015/M1/M1_25/03150352.JPG,M1 2015,15.03.15 15:31,day,203,1028,5,16,,,
1030,2015/M1/M1_25/03150353.JPG,M1 2015,15.03.15 15:40,day,203,1029,5,16,,,
1031,2015/M1/M1_25/03150354.JPG,M1 2015,15.03.15 15:40,day,203,1030,5,16,,,
1032,2015/M1/M1_25/03150355.JPG,M1 2015,15.03.15 16:08,day,203,1031,5,16,,,
1033,2015/M1/M1_25/03150356.JPG,M1 2015,15.03.15 16:08,day,203,1032,5,16,,,
1034,2015/M1/M1_25/03160357.JPG,M1 2015,16.03.15 00:38,night,204,,5,16,22,,Crocuta crocuta
1035,2015/M1/M1_25/03160358.JPG,M1 2015,16.03.15 00:38,night,204,1034,5,16,22,,Crocuta crocuta
1036,2015/M1/M1_25/03160359.JPG,M1 2015,16.03.15 11:37,day,205,,5,16,,,
1037,2015/M1/M1_25/03160360.JPG,M1 2015,16.03.15 11:37,day,205,1036,5,16,,,
1038,2015/M1/M1_25/03160361.JPG,M1 2015,16.03.15 11:40,day,205,1037,5,16,,,
1039,2015/M1/M1_25/03160362.JPG,M1 2015,16.03.15 11:40,day,205,1038,5,16,,,
1040,2015/M1/M1_25/03160363.JPG,M1 2015,16.03.15 11:46,day,205,1039,5,16,,,
1041,2015/M1/M1_25/03160364.JPG,M1 2015,16.03.15 11:46,day,205,1040,5,16,,,
1042,2015/M1/M1_25/03160365.JPG,M1 2015,16.03.15 11:59,day,205,1041,5,16,,,
1043,2015/M1/M1_25/03160366.JPG,M1 2015,16.03.15 11:59,day,205,1042,5,16,,,
1044,2015/M1/M1_25/03160367.JPG,M1 2015,16.03.15 12:01,day,205,1043,5,16,,,
1045,2015/M1/M1_25/03160368.JPG,M1 2015,16.03.15 12:01,day,205,1044,5,16,,,
1046,2015/M1/M1_25/03160369.JPG,M1 2015,16.03.15 12:05,day,205,1045,5,16,,,
1047,2015/M1/M1_25/03160370.JPG,M1 2015,16.03.15 12:05,day,205,1046,5,16,,,
1048,2015/M1/M1_25/03160371.JPG,M1 2015,16.03.15 12:07,day,205,1047,5,16,,,
1049,2015/M1/M1_25/03160372.JPG,M1 2015,16.03.15 12:07,day,205,1048,5,16,,,
1050,2015/M1/M1_25/03160373.JPG,M1 2015,16.03.15 12:09,day,205,1049,5,16,,,
1051,2015/M1/M1_25/03160374.JPG,M1 2015,16.03.15 12:09,day,205,1050,5,16,,,
1052,2015/M1/M1_25/03160375.JPG,M1 2015,16.03.15 12:11,day,205,1051,5,16,,,
1053,2015/M1/M1_25/03160376.JPG,M1 2015,16.03.15 12:11,day,205,1052,5,16,,,
1054,2015/M1/M1_25/03160377.JPG,M1 2015,16.03.15 12:25,day,205,1053,5,16,,,
1055,2015/M1/M1_25/03160378.JPG,M1 2015,16.03.15 12:25,day,205,1054,5,16,,,
1056,2015/M1/M1_25/03160379.JPG,M1 2015,16.03.15 12:27,day,205,1055,5,16,,,
1057,2015/M1/M1_25/03160380.JPG,M1 2015,16.03.15 12:27,day,205,1056,5,16,,,
1058,2015/M1/M1_25/03160381.JPG,M1 2015,16.03.15 12:52,day,205,1057,5,16,,,
1059,2015/M1/M1_25/03160382.JPG,M1 2015,16.03.15 12:52,day,205,1058,5,16,,,
1060,2015/M1/M1_25/03160383.JPG,M1 2015,16.03.15 12:55,day,205,1059,5,16,,,
1061,2015/M1/M1_25/03160384.JPG,M1 2015,16.03.15 12:55,day,205,1060,5,16,,,
1062,2015/M1/M1_25/03160385.JPG,M1 2015,16.03.15 12:57,day,205,1061,5,16,,,
1063,2015/M1/M1_25/03160386.JPG,M1 2015,16.03.15 12:57,day,205,1062,5,16,,,
1064,2015/M1/M1_25/03160387.JPG,M1 2015,16.03.15 13:01,day,205,1063,5,16,,,
1065,2015/M1/M1_25/03160388.JPG,M1 2015,16.03.15 13:01,day,205,1064,5,16,,,
1066,2015/M1/M1_25/03160389.JPG,M1 2015,16.03.15 13:04,day,205,1065,5,16,,,
1067,2015/M1/M1_25/03160390.JPG,M1 2015,16.03.15 13:04,day,205,1066,5,16,,,
1068,2015/M1/M1_25/03160391.JPG,M1 2015,16.03.15 13:13,day,205,1067,5,16,,,
1069,2015/M1/M1_25/03160392.JPG,M1 2015,16.03.15 13:13,day,205,1068,5,16,,,
1070,2015/M1/M1_25/03160393.JPG,M1 2015,16.03.15 13:16,day,205,1069,5,16,,,
1071,2015/M1/M1_25/03160394.JPG,M1 2015,16.03.15 13:16,day,205,1070,5,16,,,
1072,2015/M1/M1_25/03160395.JPG,M1 2015,16.03.15 13:21,day,205,1071,5,16,,,
1073,2015/M1/M1_25/03160396.JPG,M1 2015,16.03.15 13:21,day,205,1072,5,16,,,
1074,2015/M1/M1_25/03160397.JPG,M1 2015,16.03.15 13:31,day,205,1073,5,16,,,
1075,2015/M1/M1_25/03160398.JPG,M1 2015,16.03.15 13:31,day,205,1074,5,16,,,
1076,2015/M1/M1_25/03160399.JPG,M1 2015,16.03.15 13:34,day,205,1075,5,16,,,
1077,2015/M1/M1_25/03160400.JPG,M1 2015,16.03.15 13:34,day,205,1076,5,16,,,
1078,2015/M1/M1_25/03160401.JPG,M1 2015,16.03.15 13:45,day,205,1077,5,16,,,
1079,2015/M1/M1_25/03160402.JPG,M1 2015,16.03.15 13:45,day,205,1078,5,16,,,
1080,2015/M1/M1_25/03160403.JPG,M1 2015,16.03.15 13:47,day,205,1079,5,16,,,
1081,2015/M1/M1_25/03160404.JPG,M1 2015,16.03.15 13:47,day,205,1080,5,16,,,
1082,2015/M1/M1_25/03160405.JPG,M1 2015,16.03.15 13:59,day,205,1081,5,16,,,
1083,2015/M1/M1_25/03160406.JPG,M1 2015,16.03.15 13:59,day,205,1082,5,16,,,
1084,2015/M1/M1_25/03160407.JPG,M1 2015,16.03.15 14:07,day,205,1083,5,16,,,
1085,2015/M1/M1_25/03160408.JPG,M1 2015,16.03.15 14:07,day,205,1084,5,16,,,
1086,2015/M1/M1_25/03160409.JPG,M1 2015,16.03.15 14:32,day,205,1085,5,16,,,
1087,2015/M1/M1_25/03160410.JPG,M1 2015,16.03.15 14:32,day,205,1086,5,16,,,
1088,2015/M1/M1_25/03160411.JPG,M1 2015,16.03.15 14:40,day,205,1087,5,16,,,
1089,2015/M1/M1_25/03160412.JPG,M1 2015,16.03.15 14:40,day,205,1088,5,16,,,
1090,2015/M1/M1_25/03160413.JPG,M1 2015,16.03.15 14:43,day,205,1089,5,16,,,
1091,2015/M1/M1_25/03160414.JPG,M1 2015,16.03.15 14:43,day,205,1090,5,16,,,
1092,2015/M1/M1_25/03160415.JPG,M1 2015,16.03.15 15:02,day,205,1091,5,16,,,
1093,2015/M1/M1_25/03160416.JPG,M1 2015,16.03.15 15:02,day,205,1092,5,16,,,
1094,2015/M1/M1_25/03160417.JPG,M1 2015,16.03.15 15:05,day,205,1093,5,16,,,
1095,2015/M1/M1_25/03160418.JPG,M1 2015,16.03.15 15:05,day,205,1094,5,16,,,
1096,2015/M1/M1_25/03160419.JPG,M1 2015,16.03.15 15:11,day,205,1095,5,16,,,
1097,2015/M1/M1_25/03160420.JPG,M1 2015,16.03.15 15:11,day,205,1096,5,16,,,
1098,2015/M1/M1_25/03170421.JPG,M1 2015,17.03.15 08:45,day,206,,5,16,,,
1099,2015/M1/M1_25/03170422.JPG,M1 2015,17.03.15 08:45,day,206,1098,5,16,,,
1100,2015/M1/M1_25/03170423.JPG,M1 2015,17.03.15 09:53,day,207,,5,16,,,
1101,2015/M1/M1_25/03170424.JPG,M1 2015,17.03.15 09:53,day,207,1100,5,16,,,
1102,2015/M1/M1_25/03170425.JPG,M1 2015,17.03.15 11:00,day,208,,5,16,,,
1103,2015/M1/M1_25/03170426.JPG,M1 2015,17.03.15 11:00,day,208,1102,5,16,,,
1104,2015/M1/M1_25/03170427.JPG,M1 2015,17.03.15 11:16,day,208,1103,5,16,,,
1105,2015/M1/M1_25/03170428.JPG,M1 2015,17.03.15 11:16,day,208,1104,5,16,,,
1106,2015/M1/M1_25/03170429.JPG,M1 2015,17.03.15 11:30,day,208,1105,5,16,,,
1107,2015/M1/M1_25/03170430.JPG,M1 2015,17.03.15 11:30,day,208,1106,5,16,,,
1108,2015/M1/M1_25/03170431.JPG,M1 2015,17.03.15 11:36,day,208,1107,5,16,,,
1109,2015/M1/M1_25/03170432.JPG,M1 2015,17.03.15 11:36,day,208,1108,5,16,,,
1110,2015/M1/M1_25/03170433.JPG,M1 2015,17.03.15 11:40,day,208,1109,5,16,,,
1111,2015/M1/M1_25/03170434.JPG,M1 2015,17.03.15 11:40,day,208,1110,5,16,,,
1112,2015/M1/M1_25/03170435.JPG,M1 2015,17.03.15 11:49,day,208,1111,5,16,,,
1113,2015/M1/M1_25/03170436.JPG,M1 2015,17.03.15 11:49,day,208,1112,5,16,,,
1114,2015/M1/M1_25/03170437.JPG,M1 2015,17.03.15 11:56,day,208,1113,5,16,,,
1115,2015/M1/M1_25/03170438.JPG,M1 2015,17.03.15 11:56,day,208,1114,5,16,,,
1116,2015/M1/M1_25/03170439.JPG,M1 2015,17.03.15 12:25,day,208,1115,5,16,,,
1117,2015/M1/M1_25/03170440.JPG,M1 2015,17.03.15 12:25,day,208,1116,5,16,,,
1118,2015/M1/M1_25/03170441.JPG,M1 2015,17.03.15 12:47,day,208,1117,5,16,,,
1119,2015/M1/M1_25/03170442.JPG,M1 2015,17.03.15 12:47,day,208,1118,5,16,,,
1120,2015/M1/M1_25/03170443.JPG,M1 2015,17.03.15 12:58,day,208,1119,5,16,,,
1121,2015/M1/M1_25/03170444.JPG,M1 2015,17.03.15 12:58,day,208,1120,5,16,,,
1122,2015/M1/M1_25/03170445.JPG,M1 2015,17.03.15 13:14,day,208,1121,5,16,,,
1123,2015/M1/M1_25/03170446.JPG,M1 2015,17.03.15 13:14,day,208,1122,5,16,,,
1124,2015/M1/M1_25/03170447.JPG,M1 2015,17.03.15 13:15,day,208,1123,5,16,,,
1125,2015/M1/M1_25/03170448.JPG,M1 2015,17.03.15 13:15,day,208,1124,5,16,,,
1126,2015/M1/M1_25/03170449.JPG,M1 2015,17.03.15 13:18,day,208,1125,5,16,,,
1127,2015/M1/M1_25/03170450.JPG,M1 2015,17.03.15 13:18,day,208,1126,5,16,,,
1128,2015/M1/M1_25/03170451.JPG,M1 2015,17.03.15 13:20,day,208,1127,5,16,,,
1129,2015/M1/M1_25/03170452.JPG,M1 2015,17.03.15 13:20,day,208,1128,5,16,,,
1130,2015/M1/M1_25/03170453.JPG,M1 2015,17.03.15 13:24,day,208,1129,5,16,,,
1131,2015/M1/M1_25/03170454.JPG,M1 2015,17.03.15 13:24,day,208,1130,5,16,,,
1132,2015/M1/M1_25/03170455.JPG,M1 2015,17.03.15 13:26,day,208,1131,5,16,,,
1133,2015/M1/M1_25/03170456.JPG,M1 2015,17.03.15 13:26,day,208,1132,5,16,,,
1134,2015/M1/M1_25/03170457.JPG,M1 2015,17.03.15 13:27,day,208,1133,5,16,,,
1135,2015/M1/M1_25/03170458.JPG,M1 2015,17.03.15 13:27,day,208,1134,5,16,,,
1136,2015/M1/M1_25/03170459.JPG,M1 2015,17.03.15 13:31,day,208,1135,5,16,,,
1137,2015/M1/M1_25/03170460.JPG,M1 2015,17.03.15 13:31,day,208,1136,5,16,,,
1138,2015/M1/M1_25/03170461.JPG,M1 2015,17.03.15 13:32,day,208,1137,5,16,,,
1139,2015/M1/M1_25/03170462.JPG,M1 2015,17.03.15 13:32,day,208,1138,5,16,,,
1140,2015/M1/M1_25/03170463.JPG,M1 2015,17.03.15 13:36,day,208,1139,5,16,,,
1141,2015/M1/M1_25/03170464.JPG,M1 2015,17.03.15 13:36,day,208,1140,5,16,,,
1142,2015/M1/M1_25/03170465.JPG,M1 2015,17.03.15 13:54,day,208,1141,5,16,,,
1143,2015/M1/M1_25/03170466.JPG,M1 2015,17.03.15 13:54,day,208,1142,5,16,,,
1144,2015/M1/M1_25/03170467.JPG,M1 2015,17.03.15 13:56,day,208,1143,5,16,,,
1145,2015/M1/M1_25/03170468.JPG,M1 2015,17.03.15 13:56,day,208,1144,5,16,,,
1146,2015/M1/M1_25/03170469.JPG,M1 2015,17.03.15 14:18,day,208,1145,5,16,,,
1147,2015/M1/M1_25/03170470.JPG,M1 2015,17.03.15 14:18,day,208,1146,5,16,,,
1148,2015/M1/M1_25/03170471.JPG,M1 2015,17.03.15 14:22,day,208,1147,5,16,,,
1149,2015/M1/M1_25/03170472.JPG,M1 2015,17.03.15 14:22,day,208,1148,5,16,,,
1150,2015/M1/M1_25/03170473.JPG,M1 2015,17.03.15 14:47,day,208,1149,5,16,,,
1151,2015/M1/M1_25/03170474.JPG,M1 2015,17.03.15 14:47,day,208,1150,5,16,,,
1152,2015/M1/M1_25/03170475.JPG,M1 2015,17.03.15 15:08,day,208,1151,5,16,,,
1153,2015/M1/M1_25/03170476.JPG,M1 2015,17.03.15 15:08,day,208,1152,5,16,,,
1154,2015/M1/M1_25/03170477.JPG,M1 2015,17.03.15 16:37,day,209,,5,16,,,
1155,2015/M1/M1_25/03170478.JPG,M1 2015,17.03.15 16:37,day,209,1154,5,16,,,
1156,2015/M1/M1_25/03170479.JPG,M1 2015,17.03.15 16:41,day,209,1155,5,16,,,
1157,2015/M1/M1_25/03170480.JPG,M1 2015,17.03.15 16:41,day,209,1156,5,16,,,
1158,2015/M1/M1_25/03180481.JPG,M1 2015,18.03.15 13:44,day,210,,5,16,,,
1159,2015/M1/M1_25/03180482.JPG,M1 2015,18.03.15 13:44,day,210,1158,5,16,,,
1160,2015/M1/M1_25/03180483.JPG,M1 2015,18.03.15 13:48,day,210,1159,5,16,,,
1161,2015/M1/M1_25/03180484.JPG,M1 2015,18.03.15 13:48,day,210,1160,5,16,,,
1162,2015/M1/M1_25/03180485.JPG,M1 2015,18.03.15 13:50,day,210,1161,5,16,,,
1163,2015/M1/M1_25/03180486.JPG,M1 2015,18.03.15 13:50,day,210,1162,5,16,,,
1164,2015/M1/M1_25/03180487.JPG,M1 2015,18.03.15 13:59,day,210,1163,5,16,,,
1165,2015/M1/M1_25/03180488.JPG,M1 2015,18.03.15 13:59,day,210,1164,5,16,,,
1166,2015/M1/M1_25/03180489.JPG,M1 2015,18.03.15 14:30,day,211,,5,16,,,
1167,2015/M1/M1_25/03180490.JPG,M1 2015,18.03.15 14:30,day,211,1166,5,16,,,
1168,2015/M1/M1_25/03180491.JPG,M1 2015,18.03.15 14:48,day,211,1167,5,16,,,
1169,2015/M1/M1_25/03180492.JPG,M1 2015,18.03.15 14:48,day,211,1168,5,16,,,
1170,2015/M1/M1_25/03180493.JPG,M1 2015,18.03.15 15:01,day,211,1169,5,16,,,
1171,2015/M1/M1_25/03180494.JPG,M1 2015,18.03.15 15:01,day,211,1170,5,16,,,
1172,2015/M1/M1_25/03180495.JPG,M1 2015,18.03.15 15:29,day,211,1171,5,16,,,
1173,2015/M1/M1_25/03180496.JPG,M1 2015,18.03.15 15:29,day,211,1172,5,16,,,
1174,2015/M1/M1_25/03180497.JPG,M1 2015,18.03.15 21:54,night,212,,5,16,18,,Civettictis civetta
1175,2015/M1/M1_25/03190498.JPG,M1 2015,18.03.15 21:54,night,212,1174,5,16,18,,Civettictis civetta
1176,2015/M1/M1_25/03190499.JPG,M1 2015,19.03.15 11:53,day,213,,5,16,,,
1177,2015/M1/M1_25/03190500.JPG,M1 2015,19.03.15 11:53,day,213,1176,5,16,,,
1178,2015/M1/M1_25/03190501.JPG,M1 2015,19.03.15 12:19,day,213,1177,5,16,,,
1179,2015/M1/M1_25/03190502.JPG,M1 2015,19.03.15 12:19,day,213,1178,5,16,,,
1180,2015/M1/M1_25/03190503.JPG,M1 2015,19.03.15 12:31,day,213,1179,5,16,,,
1181,2015/M1/M1_25/03190504.JPG,M1 2015,19.03.15 12:31,day,213,1180,5,16,,,
1182,2015/M1/M1_25/03190505.JPG,M1 2015,19.03.15 12:37,day,213,1181,5,16,,,
1183,2015/M1/M1_25/03190506.JPG,M1 2015,19.03.15 12:37,day,213,1182,5,16,,,
1184,2015/M1/M1_25/03190507.JPG,M1 2015,19.03.15 12:40,day,213,1183,5,16,,,
1185,2015/M1/M1_25/03190508.JPG,M1 2015,19.03.15 12:40,day,213,1184,5,16,,,
1186,2015/M1/M1_25/03190509.JPG,M1 2015,19.03.15 12:41,day,213,1185,5,16,,,
1187,2015/M1/M1_25/03190510.JPG,M1 2015,19.03.15 12:41,day,213,1186,5,16,,,
1188,2015/M1/M1_25/03190511.JPG,M1 2015,19.03.15 12:42,day,213,1187,5,16,,,
1189,2015/M1/M1_25/03190512.JPG,M1 2015,19.03.15 12:42,day,213,1188,5,16,,,
1190,2015/M1/M1_25/03190513.JPG,M1 2015,19.03.15 12:49,day,213,1189,5,16,,,
1191,2015/M1/M1_25/03190514.JPG,M1 2015,19.03.15 12:49,day,213,1190,5,16,,,
1192,2015/M1/M1_25/03190515.JPG,M1 2015,19.03.15 12:51,day,213,1191,5,16,,,
1193,2015/M1/M1_25/03190516.JPG,M1 2015,19.03.15 12:51,day,213,1192,5,16,,,
1194,2015/M1/M1_25/03190517.JPG,M1 2015,19.03.15 13:03,day,213,1193,5,16,,,
1195,2015/M1/M1_25/03190518.JPG,M1 2015,19.03.15 13:03,day,213,1194,5,16,,,
1196,2015/M1/M1_25/03190519.JPG,M1 2015,19.03.15 13:11,day,213,1195,5,16,,,
1197,2015/M1/M1_25/03190520.JPG,M1 2015,19.03.15 13:11,day,213,1196,5,16,,,
1198,2015/M1/M1_25/03190521.JPG,M1 2015,19.03.15 13:15,day,213,1197,5,16,,,
1199,2015/M1/M1_25/03190522.JPG,M1 2015,19.03.15 13:15,day,213,1198,5,16,,,
1200,2015/M1/M1_25/03190523.JPG,M1 2015,19.03.15 13:20,day,213,1199,5,16,,,
1201,2015/M1/M1_25/03190524.JPG,M1 2015,19.03.15 13:20,day,213,1200,5,16,,,
1202,2015/M1/M1_25/03190525.JPG,M1 2015,19.03.15 13:25,day,213,1201,5,16,,,
1203,2015/M1/M1_25/03190526.JPG,M1 2015,19.03.15 13:25,day,213,1202,5,16,,,
1204,2015/M1/M1_25/03190527.JPG,M1 2015,19.03.15 13:29,day,213,1203,5,16,,,
1205,2015/M1/M1_25/03190528.JPG,M1 2015,19.03.15 13:29,day,213,1204,5,16,,,
1206,2015/M1/M1_25/03190529.JPG,M1 2015,19.03.15 13:30,day,213,1205,5,16,,,
1207,2015/M1/M1_25/03190530.JPG,M1 2015,19.03.15 13:30,day,213,1206,5,16,,,
1208,2015/M1/M1_25/03190531.JPG,M1 2015,19.03.15 13:35,day,213,1207,5,16,,,
1209,2015/M1/M1_25/03190532.JPG,M1 2015,19.03.15 13:35,day,213,1208,5,16,,,
1210,2015/M1/M1_25/03190533.JPG,M1 2015,19.03.15 13:43,day,213,1209,5,16,,,
1211,2015/M1/M1_25/03190534.JPG,M1 2015,19.03.15 13:43,day,213,1210,5,16,,,
1212,2015/M1/M1_25/03190535.JPG,M1 2015,19.03.15 13:47,day,213,1211,5,16,,,
1213,2015/M1/M1_25/03190536.JPG,M1 2015,19.03.15 13:47,day,213,1212,5,16,,,
1214,2015/M1/M1_25/03190537.JPG,M1 2015,19.03.15 13:50,day,213,1213,5,16,,,
1215,2015/M1/M1_25/03190538.JPG,M1 2015,19.03.15 13:50,day,213,1214,5,16,,,
1216,2015/M1/M1_25/03190539.JPG,M1 2015,19.03.15 13:54,day,213,1215,5,16,,,
1217,2015/M1/M1_25/03190540.JPG,M1 2015,19.03.15 13:54,day,213,1216,5,16,,,
1218,2015/M1/M1_25/03190541.JPG,M1 2015,19.03.15 13:57,day,213,1217,5,16,,,
1219,2015/M1/M1_25/03190542.JPG,M1 2015,19.03.15 13:57,day,213,1218,5,16,,,
1220,2015/M1/M1_25/03190543.JPG,M1 2015,19.03.15 14:01,day,213,1219,5,16,,,
1221,2015/M1/M1_25/03190544.JPG,M1 2015,19.03.15 14:01,day,213,1220,5,16,,,
1222,2015/M1/M1_25/03190545.JPG,M1 2015,19.03.15 14:04,day,213,1221,5,16,,,
1223,2015/M1/M1_25/03190546.JPG,M1 2015,19.03.15 14:04,day,213,1222,5,16,,,
1224,2015/M1/M1_25/03190547.JPG,M1 2015,19.03.15 14:11,day,213,1223,5,16,,,
1225,2015/M1/M1_25/03190548.JPG,M1 2015,19.03.15 14:11,day,213,1224,5,16,,,
1226,2015/M1/M1_25/03190549.JPG,M1 2015,19.03.15 14:18,day,213,1225,5,16,,,
1227,2015/M1/M1_25/03190550.JPG,M1 2015,19.03.15 14:18,day,213,1226,5,16,,,
1228,2015/M1/M1_25/03190551.JPG,M1 2015,19.03.15 14:21,day,213,1227,5,16,,,
1229,2015/M1/M1_25/03190552.JPG,M1 2015,19.03.15 14:21,day,213,1228,5,16,,,
1230,2015/M1/M1_25/03190553.JPG,M1 2015,19.03.15 14:23,day,213,1229,5,16,,,
1231,2015/M1/M1_25/03190554.JPG,M1 2015,19.03.15 14:23,day,213,1230,5,16,,,
1232,2015/M1/M1_25/03190555.JPG,M1 2015,19.03.15 14:27,day,213,1231,5,16,,,
1233,2015/M1/M1_25/03190556.JPG,M1 2015,19.03.15 14:27,day,213,1232,5,16,,,
1234,2015/M1/M1_25/03190557.JPG,M1 2015,19.03.15 14:30,day,213,1233,5,16,,,
1235,2015/M1/M1_25/03190558.JPG,M1 2015,19.03.15 14:30,day,213,1234,5,16,,,
1236,2015/M1/M1_25/03190559.JPG,M1 2015,19.03.15 14:31,day,213,1235,5,16,,,
